Unnamed: 0,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
1076,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1077,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty_p == ""True""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1078,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1079,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1080,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1081,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1082,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1083,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1084,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1085,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1086,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1087,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty_p == ""True""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1088,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1089,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1090,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1091,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1092,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('pushInput_p == ""none""', 'size_p == ""0""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
1093,"('calledMethod_p == ""clear""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
1094,"('calledMethod_p == ""clear""', 'pushInput_p == ""none""')",2,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
1095,"('calledMethod_p == ""clear""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
1096,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
1097,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
1098,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",5,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
1099,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",5,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1100,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",5,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1101,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",5,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
1102,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",5,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
1103,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('isEmpty == ""True""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
1104,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'size == ""0""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
1105,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'isEmpty_p == ""False""')",3,"('size == ""0""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
1106,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty == ""True""', 'isEmpty_p == ""False""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1107,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('isEmpty_p == ""False""', 'size == ""0""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1108,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1109,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1110,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.178327595261715,760669794.9835205
1111,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1112,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1113,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1114,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1115,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1116,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1117,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1118,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1119,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1120,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
1121,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
1122,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,3.686746987951807,728758169.9346405
1123,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
1124,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1125,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1126,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1127,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1128,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1129,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1130,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1131,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1132,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1133,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1134,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
1135,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
1136,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('isEmpty == ""False""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.10761817347407,756549913.4126585
1137,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('pushInput_p == ""none""', 'size == ""1""')",2,1.0,0.20790737947600693,4.736027515047292,788852578.0682644
1138,"('size_p == ""0""',)",1,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
1139,"('peek_obj_type_p == ""EmptyObject""',)",1,"('size_p == ""0""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
1140,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
1141,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1142,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1143,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1144,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1145,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1146,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1147,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1148,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1149,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1150,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1151,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1152,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
1153,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
1154,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1155,"('calledMethod == ""pop""', 'calledMethod_p == ""push""', 'pushInput == ""none""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20860566448801746,2.21348418807382,548223562.9294453
1156,"('calledMethod == ""pop""', 'calledMethod_p == ""push""', 'isEmpty_p == ""False""')",3,"('pushInput == ""none""',)",1,1.0,0.20860566448801746,2.217322639581333,549005642.142897
1157,"('calledMethod == ""pop""', 'calledMethod_p == ""push""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20860566448801746,3.686746987951807,728758169.9346405
1158,"('isEmpty_p == ""False""', 'size == ""0""')",2,"('isEmpty == ""True""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
1159,"('isEmpty == ""True""', 'isEmpty_p == ""False""')",2,"('size == ""0""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
1160,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
1161,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1162,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1163,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1164,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1165,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1166,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1167,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1168,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1169,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
1170,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
1171,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('calledMethod == ""push""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.178327595261715,760669794.9835205
1172,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
1173,"('calledMethod == ""push""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1174,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty == ""False""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.10761817347407,756549913.4126585
1175,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,"('isEmpty == ""False""', 'size == ""1""')",2,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
1176,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('pushInput_p == ""none""', 'size == ""1""')",2,1.0,0.20790737947600693,4.736027515047292,788852578.0682644
1177,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.178327595261715,760669794.9835205
1178,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1179,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1180,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",5,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
1181,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",5,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1182,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",5,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1183,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1184,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1185,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1186,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1187,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1188,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
1189,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",3,"('isEmpty == ""True""', 'pushInput == ""none""', 'size == ""0""')",3,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
1190,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'size == ""0""')",3,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1191,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'pushInput == ""none""')",3,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1192,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""')",3,"('isEmpty_p == ""False""', 'pushInput == ""none""', 'size == ""0""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1193,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'isEmpty_p == ""False""')",3,"('peek_obj_type == ""EmptyObject""', 'pushInput == ""none""', 'size == ""0""')",3,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
1194,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",4,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1195,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'pushInput == ""none""', 'size == ""0""')",4,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1196,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""', 'size == ""0""')",4,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
1197,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1198,"('size == ""1""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1199,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1200,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1201,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
1202,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
